Dom, Het, Rec, Pred
7, 29, 14, 1
10, 24, 20, 2
6, 23, 28, 4
4, 24, 28, 8
4, 12, 28, 14
0, 3, 24, 21
0, 0, 15, 37
0, 0, 6, 57
0, 0, 0, 68
0, 0, 0, 59
0, 0, 0, 60
0, 0, 0, 66
0, 0, 0, 63
0, 0, 0, 56
0, 0, 0, 71
0, 0, 1, 52
0, 0, 1, 61
0, 0, 1, 64
