Dom, Het, Rec, Pred
10, 20, 20, 3
14, 13, 35, 2
6, 10, 52, 4
3, 10, 65, 7
1, 6, 82, 13
0, 3, 98, 25
0, 1, 90, 37
0, 0, 59, 51
0, 0, 0, 70
0, 0, 0, 18
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
