Dom, Het, Rec, Pred
8, 20, 18, 3
8, 26, 22, 3
6, 33, 30, 3
8, 28, 47, 4
6, 30, 70, 5
5, 38, 92, 8
5, 35, 119, 13
4, 33, 158, 22
5, 30, 176, 34
3, 38, 165, 58
5, 32, 91, 101
2, 3, 3, 146
0, 1, 0, 50
0, 0, 0, 1
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
