Dom, Het, Rec, Pred
7, 30, 20, 1
3, 13, 20, 0
2, 10, 15, 0
2, 5, 12, 0
0, 5, 13, 0
0, 3, 10, 0
0, 2, 10, 0
0, 0, 12, 0
0, 0, 11, 0
0, 0, 12, 0
0, 0, 10, 0
